   175.000   -12.586     3.793     8.519     0.217     0.371
   176.000   -12.028     3.986     8.521     0.174     0.371
   177.000   -11.469     4.180     8.522     0.131     0.372
   178.000   -10.911     4.373     8.523     0.087     0.373
   179.000   -10.352     4.567     8.524     0.044     0.375
   180.000    -9.794     4.211     8.526    -0.000     0.376
   181.000    -9.356     3.532     8.527    -0.044     0.377
   182.000    -9.264     2.853     8.528    -0.089     0.379
   183.000    -9.172     2.174     8.530    -0.134     0.380
   184.000    -9.080     1.567     8.531    -0.179     0.382
   185.000    -8.988     1.065     8.533    -0.225     0.384
   186.000    -8.896     0.563     8.534    -0.271     0.386
   187.000    -8.804     0.062     8.535    -0.318     0.388
   188.000    -8.712    -0.440     8.537    -0.365     0.390
   189.845    -8.528     5.693     8.539    -0.453     0.395
   194.860    -8.210     9.055     8.547    -0.705     0.410
   202.159    -7.876     9.007     8.559    -1.112     0.440
   206.953   -10.114     9.902     8.568    -1.414     0.466
   209.460   -10.879    11.120     8.574    -1.587     0.483
   211.311   -10.194    10.491     8.578    -1.722     0.496
   216.543    -8.140    12.616     8.590    -2.148     0.541
   221.121    -5.354    15.980     8.604    -2.588     0.591
   224.498    -3.019    15.959     8.615    -2.967     0.636
   227.551    -1.876    18.716     8.627    -3.359     0.685
   231.475    -1.086    21.467     8.645    -3.955     0.762
   235.290    -0.652    23.293     8.667    -4.665     0.857
   238.121    -0.763    21.732     8.686    -5.302     0.945
   244.656    -0.760    19.222     8.748    -7.305     1.231
   247.380    -0.760    20.130     8.783    -8.451     1.398
   249.882    -0.760    15.794     8.823    -9.724     1.587
   254.236    -0.760    11.137     8.912   -12.577     2.016
   258.158    -0.760    10.803     9.019   -15.978     2.537
   260.881    -0.760    10.169     9.110   -18.839     2.979
   262.621    -0.760     6.455     9.176   -20.875     3.297
   266.215    -0.760     4.272     9.328   -25.542     4.031
   270.000    -0.760     0.000     9.475   -30.000     4.738
