Glon Glat Vlsr Dgc azimuth Dsun
3.118079999999999927e+02 -2.999999999999999889e-01 3.678799999999999670e+01 9.894999999999999574e+00 -9.393300000000000693e+01 1.324399999999999977e+01
3.123419999999999845e+02 -2.000000000000000111e-01 3.703199999999999648e+01 9.926999999999999602e+00 -9.498099999999999454e+01 1.338000000000000078e+01
3.128779999999999859e+02 -1.700000000000000122e-01 3.725800000000000267e+01 9.958999999999999631e+00 -9.603000000000000114e+01 1.351500000000000057e+01
3.134159999999999968e+02 -2.099999999999999922e-01 3.746800000000000352e+01 9.990999999999999659e+00 -9.707999999999999829e+01 1.365000000000000036e+01
3.139560000000000173e+02 -2.800000000000000266e-01 3.766299999999999670e+01 1.002399999999999913e+01 -9.813100000000000023e+01 1.378400000000000070e+01
3.144979999999999905e+02 -3.800000000000000044e-01 3.784100000000000108e+01 1.005599999999999916e+01 -9.918300000000000693e+01 1.391799999999999926e+01
3.150419999999999732e+02 -4.779999999999999805e-01 3.800200000000000244e+01 1.008900000000000041e+01 -1.002360000000000042e+02 1.405100000000000016e+01
3.155880000000000223e+02 -5.300000000000000266e-01 3.814800000000000324e+01 1.012100000000000044e+01 -1.012900000000000063e+02 1.418299999999999983e+01
3.161370000000000005e+02 -5.699999999999999512e-01 3.828000000000000114e+01 1.015399999999999991e+01 -1.023469999999999942e+02 1.431499999999999950e+01
3.166870000000000118e+02 -5.400000000000000355e-01 3.839699999999999847e+01 1.018800000000000061e+01 -1.034039999999999964e+02 1.444699999999999918e+01
3.172400000000000091e+02 -4.600000000000000200e-01 3.849900000000000233e+01 1.022100000000000009e+01 -1.044629999999999939e+02 1.457699999999999996e+01
3.177939999999999827e+02 -2.000000000000000111e-01 3.858800000000000097e+01 1.025399999999999956e+01 -1.055220000000000056e+02 1.470700000000000074e+01
3.183500000000000227e+02 -2.899999999999999800e-01 3.865299999999999869e+01 1.028800000000000026e+01 -1.065819999999999936e+02 1.483600000000000030e+01
3.189089999999999918e+02 -3.699999999999999956e-01 3.870100000000000051e+01 1.032099999999999973e+01 -1.076449999999999960e+02 1.496499999999999986e+01
3.194689999999999941e+02 -3.499999999999999778e-01 3.873400000000000176e+01 1.035500000000000043e+01 -1.087079999999999984e+02 1.509299999999999997e+01
3.200310000000000059e+02 -3.280000000000000138e-01 3.875000000000000000e+01 1.038899999999999935e+01 -1.097710000000000008e+02 1.522000000000000064e+01
3.205950000000000273e+02 -2.899999999999999800e-01 3.874900000000000233e+01 1.042300000000000004e+01 -1.108359999999999985e+02 1.534600000000000009e+01
3.211610000000000014e+02 -2.600000000000000089e-01 3.872999999999999687e+01 1.045800000000000018e+01 -1.119030000000000058e+02 1.547199999999999953e+01
3.217289999999999850e+02 -2.300000000000000100e-01 3.869400000000000261e+01 1.049200000000000088e+01 -1.129699999999999989e+02 1.559600000000000009e+01
3.222989999999999782e+02 -2.000000000000000111e-01 3.863900000000000290e+01 1.052599999999999980e+01 -1.140390000000000015e+02 1.572000000000000064e+01
3.228709999999999809e+02 -1.700000000000000122e-01 3.856799999999999784e+01 1.056099999999999994e+01 -1.151089999999999947e+02 1.584299999999999997e+01
3.234449999999999932e+02 -1.300000000000000044e-01 3.847800000000000153e+01 1.059600000000000009e+01 -1.161809999999999974e+02 1.596599999999999930e+01
3.240210000000000150e+02 -1.100000000000000006e-01 3.836899999999999977e+01 1.063100000000000023e+01 -1.172530000000000001e+02 1.608699999999999974e+01
3.245980000000000132e+02 -8.000000000000000167e-02 3.824199999999999733e+01 1.066600000000000037e+01 -1.183250000000000028e+02 1.620799999999999841e+01
3.251779999999999973e+02 -4.000000000000000083e-02 3.809799999999999898e+01 1.070199999999999996e+01 -1.194009999999999962e+02 1.632700000000000173e+01
3.257590000000000146e+02 -2.999999999999999889e-02 3.793399999999999750e+01 1.073700000000000010e+01 -1.204759999999999991e+02 1.644600000000000151e+01
3.263419999999999845e+02 -4.000000000000000083e-02 3.775200000000000244e+01 1.077299999999999969e+01 -1.215520000000000067e+02 1.656400000000000006e+01
3.269270000000000209e+02 -5.999999999999999778e-02 3.755100000000000193e+01 1.080799999999999983e+01 -1.226290000000000049e+02 1.668100000000000094e+01
3.275140000000000100e+02 -8.000000000000000167e-02 3.733200000000000074e+01 1.084399999999999942e+01 -1.237079999999999984e+02 1.679599999999999937e+01
3.281030000000000086e+02 -1.100000000000000006e-01 3.709300000000000352e+01 1.088100000000000023e+01 -1.247879999999999967e+02 1.691100000000000136e+01
3.286929999999999836e+02 -1.199999999999999956e-01 3.683599999999999852e+01 1.091699999999999982e+01 -1.258670000000000044e+02 1.702499999999999858e+01
3.292860000000000014e+02 -1.229999999999999982e-01 3.655899999999999750e+01 1.095299999999999940e+01 -1.269500000000000028e+02 1.713800000000000168e+01
3.298799999999999955e+02 -1.229999999999999982e-01 3.626400000000000290e+01 1.099000000000000021e+01 -1.280320000000000107e+02 1.725000000000000000e+01
3.304759999999999991e+02 -1.229999999999999982e-01 3.594899999999999807e+01 1.102599999999999980e+01 -1.291160000000000139e+02 1.736100000000000065e+01
3.310740000000000123e+02 -1.229999999999999982e-01 3.561399999999999721e+01 1.106300000000000061e+01 -1.301999999999999886e+02 1.746999999999999886e+01
3.316739999999999782e+02 -1.229999999999999982e-01 3.526100000000000279e+01 1.109999999999999964e+01 -1.312860000000000014e+02 1.757900000000000063e+01
3.322760000000000105e+02 -1.229999999999999982e-01 3.488799999999999812e+01 1.113799999999999990e+01 -1.323739999999999952e+02 1.768700000000000117e+01
3.328799999999999955e+02 -1.229999999999999982e-01 3.449399999999999977e+01 1.117500000000000071e+01 -1.334619999999999891e+02 1.779299999999999926e+01
3.334850000000000136e+02 -1.229999999999999982e-01 3.408200000000000074e+01 1.121199999999999974e+01 -1.345500000000000114e+02 1.789799999999999969e+01
3.340930000000000177e+02 -1.229999999999999982e-01 3.364999999999999858e+01 1.125000000000000000e+01 -1.356409999999999911e+02 1.800300000000000011e+01
3.347019999999999982e+02 -1.229999999999999982e-01 3.319800000000000040e+01 1.128800000000000026e+01 -1.367309999999999945e+02 1.810600000000000165e+01
3.353129999999999882e+02 -1.229999999999999982e-01 3.272599999999999909e+01 1.132600000000000051e+01 -1.378230000000000075e+02 1.820700000000000074e+01
3.359259999999999877e+02 -1.229999999999999982e-01 3.223499999999999943e+01 1.136400000000000077e+01 -1.389159999999999968e+02 1.830799999999999983e+01
3.365409999999999968e+02 -1.229999999999999982e-01 3.172299999999999898e+01 1.140199999999999925e+01 -1.400099999999999909e+02 1.840700000000000003e+01
3.371580000000000155e+02 -1.229999999999999982e-01 3.119099999999999895e+01 1.144100000000000072e+01 -1.411049999999999898e+02 1.850600000000000023e+01
3.377769999999999868e+02 -1.229999999999999982e-01 3.064000000000000057e+01 1.148000000000000043e+01 -1.422009999999999934e+02 1.860300000000000153e+01
3.383969999999999914e+02 -1.229999999999999982e-01 3.006899999999999906e+01 1.151800000000000068e+01 -1.432969999999999970e+02 1.869800000000000040e+01
3.390199999999999818e+02 -1.229999999999999982e-01 2.947700000000000031e+01 1.155700000000000038e+01 -1.443959999999999866e+02 1.879299999999999926e+01
3.396440000000000055e+02 -1.229999999999999982e-01 2.886499999999999844e+01 1.159600000000000009e+01 -1.454939999999999998e+02 1.888599999999999923e+01
3.402710000000000150e+02 -1.229999999999999982e-01 2.823199999999999932e+01 1.163599999999999923e+01 -1.465939999999999941e+02 1.897700000000000031e+01
3.408990000000000009e+02 -1.229999999999999982e-01 2.758099999999999952e+01 1.167500000000000071e+01 -1.476949999999999932e+02 1.906800000000000139e+01
3.415289999999999964e+02 -1.229999999999999982e-01 2.690899999999999892e+01 1.171499999999999986e+01 -1.487959999999999923e+02 1.915700000000000003e+01
3.421610000000000014e+02 -1.229999999999999982e-01 2.621600000000000108e+01 1.175500000000000078e+01 -1.498979999999999961e+02 1.924500000000000099e+01
3.427950000000000159e+02 -1.229999999999999982e-01 2.550400000000000134e+01 1.179499999999999993e+01 -1.510020000000000095e+02 1.933099999999999952e+01
3.434309999999999832e+02 -1.229999999999999982e-01 2.477100000000000080e+01 1.183500000000000085e+01 -1.521059999999999945e+02 1.941600000000000037e+01
3.440690000000000168e+02 -1.229999999999999982e-01 2.401800000000000068e+01 1.187500000000000000e+01 -1.532110000000000127e+02 1.950000000000000000e+01
3.447090000000000032e+02 -1.229999999999999982e-01 2.324500000000000099e+01 1.191600000000000037e+01 -1.543170000000000073e+02 1.958200000000000074e+01
3.453509999999999991e+02 -1.229999999999999982e-01 2.245200000000000173e+01 1.195599999999999952e+01 -1.554250000000000114e+02 1.966199999999999903e+01
3.459950000000000045e+02 -1.229999999999999982e-01 2.163800000000000168e+01 1.199699999999999989e+01 -1.565329999999999870e+02 1.974200000000000088e+01
3.466410000000000196e+02 -1.229999999999999982e-01 2.080399999999999849e+01 1.203800000000000026e+01 -1.576419999999999959e+02 1.981899999999999906e+01
