Glon Glat Vlsr Dgc azimuth Dsun
8.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+01 1.350999999999999979e+00 1.128139999999999930e+02 8.951000000000000512e+00
9.000000000000000000e+00 -5.000000000000000278e-02 7.000000000000000000e+01 1.415999999999999925e+00 1.039110000000000014e+02 8.788999999999999702e+00
1.000000000000000000e+01 -1.000000000000000056e-01 7.000000000000000000e+01 1.506000000000000005e+00 9.591800000000000637e+01 8.625999999999999446e+00
1.100000000000000000e+01 -2.000000000000000111e-01 7.000000000000000000e+01 1.614999999999999991e+00 8.887999999999999545e+01 8.464000000000000412e+00
1.200000000000000000e+01 -2.000000000000000111e-01 7.000000000000000000e+01 1.614999999999999991e+00 8.887999999999999545e+01 8.400000000000000355e+00
1.300000000000000000e+01 -2.000000000000000111e-01 7.000000000000000000e+01 1.614999999999999991e+00 8.887999999999999545e+01 8.300000000000000711e+00
