Glon Glat Vlsr Dgc azimuth Dsun
3.440000000000000000e+02 1.120000000000000023e-01 -1.228119999999999976e+02 3.338999999999999968e+00 -2.608399999999999963e+01 5.326999999999999957e+00
3.430000000000000000e+02 4.900000000000000189e-02 -1.237099999999999937e+02 3.329000000000000181e+00 -2.848799999999999955e+01 5.431000000000000050e+00
3.420000000000000000e+02 4.200000000000000261e-02 -1.264279999999999973e+02 3.318000000000000060e+00 -3.113599999999999923e+01 5.551999999999999602e+00
3.410000000000000000e+02 3.799999999999999906e-02 -1.266140000000000043e+02 3.305000000000000160e+00 -3.411299999999999955e+01 5.693999999999999950e+00
3.400000000000000000e+02 -8.999999999999999320e-03 -1.223580000000000041e+02 3.290999999999999925e+00 -3.756000000000000227e+01 5.865000000000000213e+00
3.390000000000000000e+02 0.000000000000000000e+00 -1.190000000000000000e+02 3.250000000000000000e+00 -4.700000000000000000e+01 6.400000000000000355e+00
3.380000000000000000e+02 0.000000000000000000e+00 -1.160000000000000000e+02 3.209999999999999964e+00 -5.700000000000000000e+01 7.000000000000000000e+00
3.370640000000000214e+02 0.000000000000000000e+00 -1.131140000000000043e+02 3.165000000000000036e+00 -6.800000000000000000e+01 7.530000000000000249e+00
3.371050000000000182e+02 0.000000000000000000e+00 -1.130900000000000034e+02 3.161000000000000032e+00 -6.900000000000000000e+01 7.584999999999999964e+00
3.371530000000000200e+02 0.000000000000000000e+00 -1.130349999999999966e+02 3.157000000000000028e+00 -7.000000000000000000e+01 7.639999999999999680e+00
3.372069999999999936e+02 0.000000000000000000e+00 -1.129489999999999981e+02 3.153000000000000025e+00 -7.100000000000000000e+01 7.693999999999999950e+00
3.372669999999999959e+02 0.000000000000000000e+00 -1.128319999999999936e+02 3.149000000000000021e+00 -7.200000000000000000e+01 7.748999999999999666e+00
3.373330000000000268e+02 0.000000000000000000e+00 -1.126869999999999976e+02 3.145000000000000018e+00 -7.300000000000000000e+01 7.802999999999999936e+00
3.374060000000000059e+02 0.000000000000000000e+00 -1.125120000000000005e+02 3.141000000000000014e+00 -7.400000000000000000e+01 7.857000000000000206e+00
3.374830000000000041e+02 0.000000000000000000e+00 -1.123089999999999975e+02 3.137000000000000011e+00 -7.500000000000000000e+01 7.910999999999999588e+00
3.375670000000000073e+02 0.000000000000000000e+00 -1.120789999999999935e+02 3.132000000000000117e+00 -7.600000000000000000e+01 7.964999999999999858e+00
3.376560000000000059e+02 0.000000000000000000e+00 -1.118209999999999980e+02 3.128000000000000114e+00 -7.700000000000000000e+01 8.018000000000000682e+00
3.377500000000000000e+02 0.000000000000000000e+00 -1.115360000000000014e+02 3.124000000000000110e+00 -7.800000000000000000e+01 8.070999999999999730e+00
3.378500000000000227e+02 0.000000000000000000e+00 -1.112249999999999943e+02 3.120000000000000107e+00 -7.900000000000000000e+01 8.124000000000000554e+00
3.379540000000000077e+02 0.000000000000000000e+00 -1.108889999999999958e+02 3.116000000000000103e+00 -8.000000000000000000e+01 8.176999999999999602e+00
3.380629999999999882e+02 0.000000000000000000e+00 -1.105270000000000010e+02 3.112000000000000099e+00 -8.100000000000000000e+01 8.228999999999999204e+00
3.381770000000000209e+02 0.000000000000000000e+00 -1.101400000000000006e+02 3.108000000000000096e+00 -8.200000000000000000e+01 8.281000000000000583e+00
3.382959999999999923e+02 0.000000000000000000e+00 -1.097289999999999992e+02 3.104999999999999982e+00 -8.300000000000000000e+01 8.332000000000000739e+00
3.384200000000000159e+02 0.000000000000000000e+00 -1.092939999999999969e+02 3.100999999999999979e+00 -8.400000000000000000e+01 8.384000000000000341e+00
3.385470000000000255e+02 0.000000000000000000e+00 -1.088349999999999937e+02 3.096999999999999975e+00 -8.500000000000000000e+01 8.433999999999999275e+00
3.386789999999999736e+02 0.000000000000000000e+00 -1.083539999999999992e+02 3.092999999999999972e+00 -8.600000000000000000e+01 8.484999999999999432e+00
3.388149999999999977e+02 0.000000000000000000e+00 -1.078490000000000038e+02 3.088999999999999968e+00 -8.700000000000000000e+01 8.535000000000000142e+00
3.389549999999999841e+02 0.000000000000000000e+00 -1.073229999999999933e+02 3.084999999999999964e+00 -8.800000000000000000e+01 8.585000000000000853e+00
3.391000000000000227e+02 0.000000000000000000e+00 -1.067740000000000009e+02 3.080999999999999961e+00 -8.900000000000000000e+01 8.634000000000000341e+00
3.392479999999999905e+02 0.000000000000000000e+00 -1.062039999999999935e+02 3.076999999999999957e+00 -9.000000000000000000e+01 8.682999999999999829e+00
3.393990000000000009e+02 0.000000000000000000e+00 -1.056129999999999995e+02 3.072999999999999954e+00 -9.100000000000000000e+01 8.731999999999999318e+00
3.395550000000000068e+02 0.000000000000000000e+00 -1.050010000000000048e+02 3.068999999999999950e+00 -9.200000000000000000e+01 8.779999999999999361e+00
3.397139999999999986e+02 0.000000000000000000e+00 -1.043689999999999998e+02 3.064999999999999947e+00 -9.300000000000000000e+01 8.827999999999999403e+00
3.398759999999999764e+02 0.000000000000000000e+00 -1.037169999999999987e+02 3.060999999999999943e+00 -9.400000000000000000e+01 8.875000000000000000e+00
